ticket_id;fecha_creacion;fecha_cierre;canal;prioridad;categoria;subcategoria;estado;equipo_asignado;agente;cliente_empresa;ciudad;tipo_cliente;sla_horas;tiempo_resolucion_horas;cumple_sla;dias_abierto;satisfaccion_cliente
TCK-01346;2025-02-17;;Web;Baja;Software;Error de aplicación;En progreso;Soporte ERP;Camila Núñez;Logística Central;Huancayo;Interno;48;;No aplica;317;
TCK-01347;2025-08-02;2025-08-02;Correo;Crítica;Redes;Lentitud de red;Resuelto;Aplicaciones;Diego Vargas;Comercial Andina;Lima;Externo;4;9.0;No;0;1.0
TCK-01348;2025-04-19;2025-04-21;Correo;Media;ERP;Problema de permisos;Cerrado;Aplicaciones;Lucía Herrera;Corporación Sierra;Cusco;Interno;24;59.0;No;2;3.0
TCK-01349;2025-01-21;2025-01-21;Web;Media;Correo;Error de envío;Resuelto;Mesa de ayuda;Luis Ramos;Inversiones Sur;Lima;Externo;24;12.0;Sí;0;5.0
TCK-01350;2025-08-02;2025-08-05;Chat;Baja;Software;Instalación de programa;Resuelto;Soporte ERP;Fernando Díaz;Distribuidora Horizonte;Arequipa;Externo;48;91.0;No;3;1.0
TCK-01351;2025-04-28;2025-04-30;Teléfono;Media;Hardware;Cambio de periférico;Resuelto;Infraestructura;Carlos Medina;Servicios Lima;Trujillo;Interno;24;54.0;No;2;1.0
TCK-01352;2025-08-09;2025-08-09;Correo;Crítica;Correo;Configuración de Outlook;Cerrado;Seguridad;Ricardo Flores;Logística Central;Cusco;Interno;4;8.0;No;0;3.0
TCK-01353;2025-04-20;2025-04-20;Web;Media;CRM;Error de registro;Cerrado;Seguridad;Valeria Rojas;Grupo Pacífico;Cusco;Interno;24;5.0;Sí;0;5.0
TCK-01354;2025-02-10;2025-02-10;Correo;Alta;Hardware;Equipo lento;Resuelto;Aplicaciones;Patricia León;Logística Central;Arequipa;Externo;8;7.0;Sí;0;5.0
TCK-01355;2025-04-15;2025-04-15;Teléfono;Media;Redes;VPN;Cerrado;Soporte ERP;Fernando Díaz;Retail Norte;Huancayo;Interno;24;4.0;Sí;0;4.0
TCK-01356;2025-02-03;2025-02-06;Teléfono;Baja;Software;Error de aplicación;Cerrado;Seguridad;Valeria Rojas;Retail Norte;Cusco;Externo;48;73.0;No;3;1.0
TCK-01357;2025-09-04;;Teléfono;Alta;CRM;Error de registro;Abierto;Aplicaciones;Patricia León;Corporación Sierra;Huancayo;Externo;8;;No aplica;118;
TCK-01358;2025-01-10;2025-01-10;Chat;Media;CRM;Error de registro;Cancelado;Mesa de ayuda;Ana Torres;Grupo Pacífico;Arequipa;Interno;24;;No aplica;0;
TCK-01359;2025-12-20;2025-12-22;Web;Media;ERP;Consulta de proceso;Cerrado;Mesa de ayuda;Luis Ramos;Corporación Sierra;Trujillo;Interno;24;69.0;No;2;2.0
TCK-01360;2025-04-19;2025-04-21;Correo;Media;Correo;Configuración de Outlook;Resuelto;Mesa de ayuda;María Paredes;Servicios Lima;Trujillo;Externo;24;53.0;No;2;2.0
TCK-01361;2025-11-25;;Web;Baja;Software;Error de aplicación;Abierto;Soporte ERP;Camila Núñez;Comercial Andina;Arequipa;Externo;48;;No aplica;36;
TCK-01362;2025-08-01;2025-08-01;Teléfono;Crítica;Accesos;Restablecimiento de contraseña;Resuelto;Infraestructura;Carlos Medina;Retail Norte;Cusco;Interno;4;8.0;No;0;2.0
TCK-01363;2025-10-11;2025-10-12;Chat;Media;Correo;No recibe correos;Resuelto;Aplicaciones;Patricia León;Logística Central;Cusco;Externo;24;41.0;No;1;1.0
TCK-01364;2025-02-24;2025-02-24;Correo;Media;Software;Actualización fallida;Cancelado;Aplicaciones;Diego Vargas;Grupo Pacífico;Arequipa;Externo;24;;No aplica;0;
TCK-01365;2025-02-08;2025-02-09;Chat;Media;ERP;Consulta de proceso;Resuelto;Seguridad;Ricardo Flores;Comercial Andina;Arequipa;Externo;24;27.0;No;1;3.0
TCK-01366;2025-02-17;2025-02-19;Chat;Baja;CRM;Error de registro;Resuelto;Aplicaciones;Patricia León;Retail Norte;Arequipa;Externo;48;48.0;Sí;2;4.0
TCK-01367;2025-04-04;;Web;Media;Hardware;Falla de impresora;Abierto;Aplicaciones;Lucía Herrera;Retail Norte;Cusco;Externo;24;;No aplica;271;
TCK-01368;2025-10-10;2025-10-10;Teléfono;Alta;Hardware;Falla de impresora;Resuelto;Seguridad;Ricardo Flores;Inversiones Sur;Arequipa;Interno;8;6.0;Sí;0;4.0
TCK-01369;2025-02-18;;Chat;Media;Accesos;Restablecimiento de contraseña;Abierto;Seguridad;Valeria Rojas;Corporación Sierra;Cusco;Interno;24;;No aplica;316;
TCK-01370;2025-05-16;2025-05-19;Correo;Baja;Software;Error de aplicación;Cerrado;Aplicaciones;Patricia León;Grupo Pacífico;Cusco;Interno;48;88.0;No;3;1.0
TCK-01371;2025-08-29;;Correo;Media;CRM;Consulta de cliente;En progreso;Soporte ERP;Fernando Díaz;Corporación Sierra;Lima;Externo;24;;No aplica;124;
TCK-01372;2025-10-23;;Teléfono;Baja;Correo;No recibe correos;En progreso;Mesa de ayuda;Luis Ramos;Servicios Lima;Cusco;Externo;48;;No aplica;69;
TCK-01373;2025-04-09;;Teléfono;Alta;Correo;Error de envío;En progreso;Soporte ERP;Camila Núñez;Logística Central;Huancayo;Interno;8;;No aplica;266;
TCK-01374;2025-12-28;2025-12-28;Web;Media;Hardware;Falla de impresora;Resuelto;Soporte ERP;Fernando Díaz;Logística Central;Huancayo;Interno;24;19.0;Sí;0;4.0
TCK-01375;2025-03-09;;Teléfono;Alta;Hardware;Cambio de periférico;En progreso;Mesa de ayuda;María Paredes;Corporación Sierra;Huancayo;Interno;8;;No aplica;297;
TCK-01376;2025-05-22;2025-05-24;Chat;Media;ERP;Error en módulo;Resuelto;Mesa de ayuda;Luis Ramos;Retail Norte;Arequipa;Interno;24;61.0;No;2;1.0
TCK-01377;2025-03-17;2025-03-18;Teléfono;Baja;Redes;VPN;Cerrado;Seguridad;Valeria Rojas;Distribuidora Horizonte;Huancayo;Interno;48;34.0;Sí;1;5.0
TCK-01378;2025-06-30;2025-06-30;Correo;Media;Software;Instalación de programa;Cerrado;Seguridad;Valeria Rojas;Corporación Sierra;Lima;Externo;24;4.0;Sí;0;5.0
TCK-01379;2025-08-26;2025-08-31;Correo;Baja;ERP;Consulta de proceso;Cerrado;Soporte ERP;Camila Núñez;Servicios Lima;Trujillo;Interno;48;120.0;No;5;2.0
TCK-01380;2025-03-14;2025-03-14;Correo;Alta;Accesos;Cuenta bloqueada;Cerrado;Mesa de ayuda;María Paredes;Distribuidora Horizonte;Arequipa;Externo;8;22.0;No;0;1.0
TCK-01381;2025-08-19;2025-08-19;Correo;Baja;Accesos;Permisos de usuario;Cerrado;Infraestructura;Jorge Salazar;Servicios Lima;Trujillo;Interno;48;10.0;Sí;0;4.0
TCK-01382;2025-11-27;2025-11-28;Web;Alta;Correo;Configuración de Outlook;Cerrado;Infraestructura;Carlos Medina;Logística Central;Arequipa;Externo;8;24.0;No;1;1.0
TCK-01383;2025-05-20;2025-05-21;Chat;Media;Accesos;Restablecimiento de contraseña;Resuelto;Mesa de ayuda;María Paredes;Retail Norte;Huancayo;Externo;24;36.0;No;1;1.0
TCK-01384;2025-12-09;2025-12-13;Chat;Baja;Correo;No recibe correos;Resuelto;Seguridad;Ricardo Flores;Grupo Pacífico;Lima;Externo;48;106.0;No;4;3.0
TCK-01385;2025-10-11;2025-10-12;Web;Media;Software;Error de aplicación;Resuelto;Aplicaciones;Lucía Herrera;Corporación Sierra;Arequipa;Externo;24;29.0;No;1;3.0
TCK-01386;2025-07-25;2025-07-25;Teléfono;Baja;Redes;Sin conexión;Resuelto;Seguridad;Valeria Rojas;Servicios Lima;Huancayo;Externo;48;13.0;Sí;0;5.0
TCK-01387;2025-07-02;2025-07-02;Web;Alta;Software;Instalación de programa;Resuelto;Soporte ERP;Fernando Díaz;Retail Norte;Lima;Interno;8;9.0;No;0;2.0
TCK-01388;2025-01-23;2025-01-23;Correo;Media;Hardware;Equipo lento;Cancelado;Soporte ERP;Camila Núñez;Grupo Pacífico;Huancayo;Interno;24;;No aplica;0;
TCK-01389;2025-07-09;2025-07-09;Correo;Alta;Accesos;Restablecimiento de contraseña;Cerrado;Aplicaciones;Lucía Herrera;Distribuidora Horizonte;Huancayo;Interno;8;12.0;No;0;1.0
TCK-01390;2025-11-10;2025-11-13;Correo;Baja;Correo;Configuración de Outlook;Cerrado;Infraestructura;Carlos Medina;Distribuidora Horizonte;Arequipa;Interno;48;92.0;No;3;3.0
TCK-01391;2025-01-04;2025-01-04;Chat;Media;CRM;Problema de sincronización;Cancelado;Aplicaciones;Patricia León;Retail Norte;Cusco;Interno;24;;No aplica;0;
TCK-01392;2025-05-23;2025-05-24;Correo;Media;CRM;Problema de sincronización;Cerrado;Soporte ERP;Fernando Díaz;Comercial Andina;Lima;Interno;24;39.0;No;1;1.0
TCK-01393;2025-03-30;;Teléfono;Alta;Software;Error de aplicación;Abierto;Infraestructura;Carlos Medina;Grupo Pacífico;Arequipa;Externo;8;;No aplica;276;
TCK-01394;2025-02-01;;Teléfono;Alta;Hardware;Cambio de periférico;En progreso;Infraestructura;Jorge Salazar;Logística Central;Trujillo;Interno;8;;No aplica;333;
TCK-01395;2025-12-19;2025-12-19;Correo;Baja;Hardware;Equipo lento;Resuelto;Aplicaciones;Patricia León;Grupo Pacífico;Trujillo;Interno;48;18.0;Sí;0;4.0
TCK-01396;2025-04-19;2025-04-22;Correo;Media;ERP;Error en módulo;Resuelto;Aplicaciones;Lucía Herrera;Inversiones Sur;Trujillo;Interno;24;72.0;No;3;3.0
TCK-01397;2025-10-18;;Correo;Media;CRM;Problema de sincronización;En progreso;Aplicaciones;Diego Vargas;Logística Central;Cusco;Interno;24;;No aplica;74;
TCK-01398;2025-01-11;2025-01-12;Correo;Alta;Accesos;Restablecimiento de contraseña;Cerrado;Soporte ERP;Fernando Díaz;Grupo Pacífico;Lima;Interno;8;24.0;No;1;3.0
TCK-01399;2025-02-27;2025-02-27;Web;Media;ERP;Problema de permisos;Resuelto;Infraestructura;Carlos Medina;Grupo Pacífico;Cusco;Interno;24;20.0;Sí;0;4.0
TCK-01400;2025-01-26;2025-01-27;Web;Media;Software;Actualización fallida;Cerrado;Soporte ERP;Fernando Díaz;Inversiones Sur;Cusco;Interno;24;37.0;No;1;2.0
TCK-01401;2025-06-20;;Web;Baja;Accesos;Restablecimiento de contraseña;Abierto;Infraestructura;Carlos Medina;Retail Norte;Cusco;Interno;48;;No aplica;194;
TCK-01402;2025-11-16;2025-11-16;Web;Media;Hardware;Cambio de periférico;Resuelto;Aplicaciones;Diego Vargas;Grupo Pacífico;Arequipa;Externo;24;7.0;Sí;0;4.0
TCK-01403;2025-01-06;2025-01-06;Teléfono;Baja;CRM;Consulta de cliente;Resuelto;Mesa de ayuda;Ana Torres;Inversiones Sur;Huancayo;Interno;48;18.0;Sí;0;4.0
TCK-01404;2025-09-04;2025-09-04;Chat;Alta;Correo;Configuración de Outlook;Cerrado;Aplicaciones;Patricia León;Comercial Andina;Huancayo;Externo;8;12.0;No;0;2.0
TCK-01405;2025-12-11;2025-12-14;Correo;Baja;CRM;Problema de sincronización;Resuelto;Aplicaciones;Patricia León;Retail Norte;Cusco;Interno;48;84.0;No;3;3.0
TCK-01406;2025-10-23;2025-10-23;Web;Alta;CRM;Error de registro;Resuelto;Infraestructura;Carlos Medina;Logística Central;Cusco;Interno;8;12.0;No;0;2.0
TCK-01407;2025-08-29;;Correo;Media;Correo;No recibe correos;Abierto;Mesa de ayuda;María Paredes;Logística Central;Huancayo;Externo;24;;No aplica;124;
TCK-01408;2025-06-26;2025-06-26;Web;Alta;Redes;Lentitud de red;Cerrado;Infraestructura;Jorge Salazar;Corporación Sierra;Cusco;Interno;8;9.0;No;0;2.0
TCK-01409;2025-03-18;2025-03-19;Teléfono;Media;Redes;Lentitud de red;Cancelado;Mesa de ayuda;Luis Ramos;Logística Central;Huancayo;Externo;24;;No aplica;1;
TCK-01410;2025-01-22;2025-01-22;Web;Crítica;Accesos;Restablecimiento de contraseña;Resuelto;Infraestructura;Jorge Salazar;Distribuidora Horizonte;Cusco;Externo;4;1.0;Sí;0;4.0
TCK-01411;2025-03-06;;Correo;Alta;Hardware;Falla de impresora;Abierto;Aplicaciones;Lucía Herrera;Retail Norte;Cusco;Interno;8;;No aplica;300;
TCK-01412;2025-05-14;2025-05-14;Web;Alta;Software;Actualización fallida;Cerrado;Seguridad;Valeria Rojas;Servicios Lima;Cusco;Interno;8;14.0;No;0;3.0
TCK-01413;2025-04-07;;Web;Crítica;Software;Actualización fallida;En progreso;Mesa de ayuda;Ana Torres;Corporación Sierra;Cusco;Externo;4;;No aplica;268;
TCK-01414;2025-03-29;2025-03-29;Web;Media;Redes;VPN;Resuelto;Aplicaciones;Patricia León;Comercial Andina;Huancayo;Externo;24;20.0;Sí;0;5.0
TCK-01415;2025-09-28;2025-09-28;Web;Alta;Redes;Sin conexión;Cancelado;Seguridad;Ricardo Flores;Corporación Sierra;Arequipa;Externo;8;;No aplica;0;
TCK-01416;2025-07-01;2025-07-02;Chat;Media;CRM;Error de registro;Resuelto;Infraestructura;Jorge Salazar;Servicios Lima;Arequipa;Externo;24;27.0;No;1;2.0
TCK-01417;2025-04-09;;Chat;Baja;Hardware;Falla de impresora;Abierto;Seguridad;Valeria Rojas;Corporación Sierra;Arequipa;Externo;48;;No aplica;266;
TCK-01418;2025-09-20;2025-09-24;Web;Baja;Hardware;Equipo lento;Resuelto;Mesa de ayuda;Luis Ramos;Servicios Lima;Cusco;Interno;48;114.0;No;4;2.0
TCK-01419;2025-06-19;2025-06-19;Teléfono;Alta;ERP;Error en módulo;Resuelto;Aplicaciones;Patricia León;Logística Central;Lima;Externo;8;9.0;No;0;1.0
TCK-01420;2025-04-21;2025-04-25;Correo;Baja;CRM;Consulta de cliente;Resuelto;Aplicaciones;Lucía Herrera;Inversiones Sur;Lima;Externo;48;101.0;No;4;1.0
TCK-01421;2025-03-14;2025-03-14;Teléfono;Alta;Accesos;Cuenta bloqueada;Resuelto;Seguridad;Ricardo Flores;Comercial Andina;Cusco;Interno;8;9.0;No;0;3.0
TCK-01422;2025-02-16;;Web;Alta;Accesos;Cuenta bloqueada;En progreso;Aplicaciones;Patricia León;Comercial Andina;Trujillo;Interno;8;;No aplica;318;
TCK-01423;2025-02-09;2025-02-13;Chat;Baja;Correo;Error de envío;Resuelto;Aplicaciones;Diego Vargas;Retail Norte;Trujillo;Externo;48;107.0;No;4;3.0
TCK-01424;2025-09-26;;Chat;Crítica;CRM;Error de registro;En progreso;Mesa de ayuda;María Paredes;Retail Norte;Arequipa;Externo;4;;No aplica;96;
TCK-01425;2025-02-27;2025-03-03;Web;Baja;Hardware;Equipo lento;Resuelto;Seguridad;Valeria Rojas;Distribuidora Horizonte;Trujillo;Externo;48;101.0;No;4;2.0
TCK-01426;2025-11-02;2025-11-02;Correo;Media;Hardware;Cambio de periférico;Resuelto;Infraestructura;Jorge Salazar;Inversiones Sur;Cusco;Externo;24;21.0;Sí;0;4.0
TCK-01427;2025-02-09;;Correo;Crítica;Correo;Configuración de Outlook;En progreso;Soporte ERP;Camila Núñez;Retail Norte;Cusco;Externo;4;;No aplica;325;
TCK-01428;2025-04-26;2025-04-27;Correo;Media;Hardware;Cambio de periférico;Resuelto;Infraestructura;Jorge Salazar;Servicios Lima;Huancayo;Interno;24;31.0;No;1;3.0
TCK-01429;2025-11-05;2025-11-05;Web;Crítica;Redes;VPN;Resuelto;Seguridad;Ricardo Flores;Retail Norte;Arequipa;Interno;4;12.0;No;0;3.0
TCK-01430;2025-05-31;2025-06-02;Correo;Media;Hardware;Falla de impresora;Cerrado;Mesa de ayuda;Luis Ramos;Servicios Lima;Trujillo;Externo;24;58.0;No;2;2.0
TCK-01431;2025-01-24;2025-01-24;Web;Alta;Accesos;Restablecimiento de contraseña;Cerrado;Mesa de ayuda;Ana Torres;Comercial Andina;Cusco;Interno;8;13.0;No;0;2.0
TCK-01432;2025-07-23;2025-07-23;Chat;Alta;Hardware;Falla de impresora;Cerrado;Infraestructura;Elena Chávez;Distribuidora Horizonte;Lima;Externo;8;8.0;Sí;0;4.0
TCK-01433;2025-03-31;2025-03-31;Teléfono;Alta;Hardware;Falla de impresora;Resuelto;Soporte ERP;Fernando Díaz;Corporación Sierra;Cusco;Interno;8;17.0;No;0;3.0
TCK-01434;2025-09-06;2025-09-07;Web;Media;Correo;No recibe correos;Cerrado;Soporte ERP;Camila Núñez;Logística Central;Lima;Interno;24;34.0;No;1;2.0
TCK-01435;2025-10-11;2025-10-13;Correo;Media;Software;Instalación de programa;Resuelto;Aplicaciones;Patricia León;Distribuidora Horizonte;Cusco;Interno;24;56.0;No;2;1.0
TCK-01436;2025-04-19;2025-04-21;Correo;Media;Hardware;Equipo lento;Cerrado;Aplicaciones;Diego Vargas;Comercial Andina;Cusco;Interno;24;68.0;No;2;2.0
TCK-01437;2025-10-17;2025-10-17;Web;Crítica;Correo;No recibe correos;Resuelto;Mesa de ayuda;María Paredes;Distribuidora Horizonte;Arequipa;Interno;4;7.0;No;0;3.0
TCK-01438;2025-12-28;2025-12-29;Web;Baja;Correo;Configuración de Outlook;Resuelto;Seguridad;Valeria Rojas;Distribuidora Horizonte;Lima;Externo;48;26.0;Sí;1;5.0
TCK-01439;2025-10-24;;Web;Baja;Redes;Lentitud de red;En progreso;Mesa de ayuda;Luis Ramos;Comercial Andina;Cusco;Externo;48;;No aplica;68;
TCK-01440;2025-10-19;;Web;Baja;Software;Error de aplicación;En progreso;Mesa de ayuda;Ana Torres;Servicios Lima;Arequipa;Interno;48;;No aplica;73;
TCK-01441;2025-08-09;2025-08-09;Web;Media;Accesos;Cuenta bloqueada;Cerrado;Mesa de ayuda;María Paredes;Distribuidora Horizonte;Huancayo;Externo;24;19.0;Sí;0;5.0
TCK-01442;2025-08-02;2025-08-02;Chat;Crítica;ERP;Error en módulo;Resuelto;Aplicaciones;Lucía Herrera;Servicios Lima;Cusco;Interno;4;6.0;No;0;3.0
TCK-01443;2025-12-06;;Web;Media;Correo;No recibe correos;En progreso;Soporte ERP;Fernando Díaz;Logística Central;Lima;Externo;24;;No aplica;25;
TCK-01444;2025-07-28;;Chat;Alta;ERP;Problema de permisos;En progreso;Soporte ERP;Camila Núñez;Inversiones Sur;Lima;Interno;8;;No aplica;156;
TCK-01445;2025-07-27;2025-07-29;Web;Media;Accesos;Cuenta bloqueada;Resuelto;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Externo;24;48.0;No;2;2.0
TCK-01446;2025-11-19;;Correo;Baja;Accesos;Permisos de usuario;Abierto;Mesa de ayuda;María Paredes;Grupo Pacífico;Huancayo;Externo;48;;No aplica;42;
TCK-01447;2025-10-20;;Correo;Baja;CRM;Error de registro;En progreso;Aplicaciones;Diego Vargas;Grupo Pacífico;Huancayo;Externo;48;;No aplica;72;
TCK-01448;2025-09-18;2025-09-21;Correo;Baja;CRM;Error de registro;Cerrado;Seguridad;Ricardo Flores;Comercial Andina;Lima;Externo;48;84.0;No;3;2.0
TCK-01449;2025-07-19;2025-07-19;Correo;Crítica;CRM;Problema de sincronización;Cerrado;Soporte ERP;Fernando Díaz;Retail Norte;Lima;Interno;4;10.0;No;0;2.0
TCK-01450;2025-01-14;2025-01-14;Correo;Crítica;Correo;Configuración de Outlook;Resuelto;Aplicaciones;Patricia León;Logística Central;Cusco;Interno;4;12.0;No;0;2.0
TCK-01451;2025-01-28;2025-02-01;Web;Baja;Correo;No recibe correos;Cerrado;Soporte ERP;Camila Núñez;Corporación Sierra;Huancayo;Interno;48;101.0;No;4;2.0
TCK-01452;2025-04-23;2025-04-24;Web;Alta;Accesos;Permisos de usuario;Cerrado;Soporte ERP;Camila Núñez;Corporación Sierra;Huancayo;Interno;8;24.0;No;1;2.0
TCK-01453;2025-03-13;2025-03-17;Teléfono;Baja;Software;Actualización fallida;Resuelto;Infraestructura;Jorge Salazar;Comercial Andina;Cusco;Interno;48;103.0;No;4;2.0
TCK-01454;2025-11-17;2025-11-20;Teléfono;Baja;Software;Actualización fallida;Cerrado;Soporte ERP;Fernando Díaz;Logística Central;Lima;Externo;48;75.0;No;3;3.0
TCK-01455;2025-10-01;;Correo;Baja;Accesos;Restablecimiento de contraseña;En progreso;Mesa de ayuda;Ana Torres;Inversiones Sur;Arequipa;Interno;48;;No aplica;91;
TCK-01456;2025-04-14;;Correo;Baja;Correo;No recibe correos;Abierto;Seguridad;Ricardo Flores;Servicios Lima;Huancayo;Interno;48;;No aplica;261;
TCK-01457;2025-02-10;;Web;Crítica;CRM;Problema de sincronización;Abierto;Infraestructura;Elena Chávez;Inversiones Sur;Huancayo;Externo;4;;No aplica;324;
TCK-01458;2025-09-11;2025-09-14;Web;Baja;Software;Error de aplicación;Resuelto;Seguridad;Ricardo Flores;Logística Central;Arequipa;Externo;48;83.0;No;3;1.0
TCK-01459;2025-03-28;;Chat;Media;Accesos;Permisos de usuario;En progreso;Soporte ERP;Fernando Díaz;Retail Norte;Trujillo;Externo;24;;No aplica;278;
TCK-01460;2025-05-26;;Chat;Alta;Redes;Sin conexión;En progreso;Seguridad;Valeria Rojas;Retail Norte;Huancayo;Externo;8;;No aplica;219;
TCK-01461;2025-09-13;;Teléfono;Alta;Hardware;Equipo lento;En progreso;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Lima;Interno;8;;No aplica;109;
TCK-01462;2025-05-14;;Web;Baja;Correo;Error de envío;En progreso;Seguridad;Valeria Rojas;Servicios Lima;Trujillo;Interno;48;;No aplica;231;
TCK-01463;2025-10-04;2025-10-04;Correo;Alta;Correo;Configuración de Outlook;Resuelto;Aplicaciones;Diego Vargas;Comercial Andina;Arequipa;Interno;8;20.0;No;0;2.0
TCK-01464;2025-01-12;2025-01-14;Web;Media;ERP;Consulta de proceso;Resuelto;Seguridad;Ricardo Flores;Distribuidora Horizonte;Trujillo;Interno;24;55.0;No;2;2.0
TCK-01465;2025-05-01;2025-05-01;Chat;Media;CRM;Error de registro;Cerrado;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Interno;24;14.0;Sí;0;4.0
TCK-01466;2025-04-03;2025-04-03;Correo;Media;Hardware;Falla de impresora;Resuelto;Aplicaciones;Patricia León;Inversiones Sur;Cusco;Externo;24;17.0;Sí;0;5.0
TCK-01467;2025-07-27;2025-07-29;Web;Media;CRM;Error de registro;Resuelto;Mesa de ayuda;María Paredes;Grupo Pacífico;Arequipa;Externo;24;62.0;No;2;3.0
TCK-01468;2025-01-21;2025-01-21;Web;Media;Software;Instalación de programa;Resuelto;Soporte ERP;Camila Núñez;Comercial Andina;Huancayo;Interno;24;8.0;Sí;0;5.0
TCK-01469;2025-01-18;;Chat;Media;CRM;Consulta de cliente;En progreso;Seguridad;Valeria Rojas;Logística Central;Huancayo;Externo;24;;No aplica;347;
TCK-01470;2025-11-07;2025-11-07;Correo;Media;ERP;Error en módulo;Resuelto;Mesa de ayuda;Luis Ramos;Inversiones Sur;Trujillo;Externo;24;8.0;Sí;0;5.0
TCK-01471;2025-02-16;2025-02-16;Web;Alta;Accesos;Permisos de usuario;Cerrado;Seguridad;Valeria Rojas;Servicios Lima;Cusco;Interno;8;2.0;Sí;0;5.0
TCK-01472;2025-05-21;2025-05-21;Web;Crítica;ERP;Problema de permisos;Resuelto;Seguridad;Valeria Rojas;Distribuidora Horizonte;Trujillo;Interno;4;10.0;No;0;3.0
TCK-01473;2025-08-12;;Web;Media;CRM;Error de registro;En progreso;Aplicaciones;Lucía Herrera;Servicios Lima;Trujillo;Interno;24;;No aplica;141;
TCK-01474;2025-11-26;;Web;Media;ERP;Error en módulo;Abierto;Infraestructura;Jorge Salazar;Comercial Andina;Arequipa;Interno;24;;No aplica;35;
TCK-01475;2025-12-06;2025-12-06;Chat;Media;Accesos;Cuenta bloqueada;Cancelado;Soporte ERP;Camila Núñez;Distribuidora Horizonte;Cusco;Interno;24;;No aplica;0;
TCK-01476;2025-12-11;2025-12-11;Correo;Alta;CRM;Consulta de cliente;Resuelto;Aplicaciones;Diego Vargas;Logística Central;Arequipa;Interno;8;18.0;No;0;2.0
TCK-01477;2025-08-24;2025-08-24;Web;Alta;CRM;Consulta de cliente;Resuelto;Aplicaciones;Patricia León;Servicios Lima;Huancayo;Externo;8;14.0;No;0;1.0
TCK-01478;2025-04-10;2025-04-11;Web;Baja;Hardware;Falla de impresora;Resuelto;Seguridad;Ricardo Flores;Logística Central;Lima;Externo;48;31.0;Sí;1;5.0
TCK-01479;2025-09-05;2025-09-05;Correo;Baja;Correo;No recibe correos;Resuelto;Seguridad;Ricardo Flores;Servicios Lima;Arequipa;Externo;48;21.0;Sí;0;4.0
TCK-01480;2025-09-16;2025-09-16;Correo;Media;Hardware;Cambio de periférico;Resuelto;Seguridad;Valeria Rojas;Corporación Sierra;Cusco;Externo;24;6.0;Sí;0;5.0
TCK-01481;2025-09-07;;Teléfono;Alta;Hardware;Equipo lento;En progreso;Aplicaciones;Lucía Herrera;Retail Norte;Cusco;Interno;8;;No aplica;115;
TCK-01482;2025-02-27;;Chat;Media;Software;Actualización fallida;En progreso;Aplicaciones;Lucía Herrera;Servicios Lima;Arequipa;Interno;24;;No aplica;307;
TCK-01483;2025-02-14;2025-02-14;Teléfono;Alta;Redes;VPN;Resuelto;Seguridad;Ricardo Flores;Inversiones Sur;Arequipa;Interno;8;5.0;Sí;0;4.0
TCK-01484;2025-03-30;2025-04-03;Web;Baja;Accesos;Cuenta bloqueada;Cerrado;Soporte ERP;Fernando Díaz;Servicios Lima;Trujillo;Externo;48;116.0;No;4;2.0
TCK-01485;2025-01-24;2025-01-24;Correo;Media;Software;Actualización fallida;Cancelado;Mesa de ayuda;Luis Ramos;Retail Norte;Lima;Externo;24;;No aplica;0;
TCK-01486;2025-08-22;2025-08-22;Web;Media;ERP;Problema de permisos;Cancelado;Soporte ERP;Camila Núñez;Comercial Andina;Cusco;Interno;24;;No aplica;0;
TCK-01487;2025-01-04;2025-01-04;Correo;Alta;Correo;Configuración de Outlook;Cerrado;Aplicaciones;Diego Vargas;Grupo Pacífico;Huancayo;Externo;8;19.0;No;0;2.0
TCK-01488;2025-08-02;2025-08-02;Correo;Media;Correo;Error de envío;Cerrado;Seguridad;Valeria Rojas;Logística Central;Arequipa;Interno;24;21.0;Sí;0;5.0
TCK-01489;2025-12-28;2025-12-29;Correo;Media;ERP;Consulta de proceso;Cerrado;Soporte ERP;Camila Núñez;Corporación Sierra;Arequipa;Externo;24;40.0;No;1;1.0
TCK-01490;2025-09-15;2025-09-20;Correo;Baja;Hardware;Cambio de periférico;Cerrado;Seguridad;Valeria Rojas;Comercial Andina;Huancayo;Interno;48;120.0;No;5;1.0
TCK-01491;2025-01-22;2025-01-23;Correo;Media;Correo;Configuración de Outlook;Resuelto;Infraestructura;Carlos Medina;Servicios Lima;Huancayo;Interno;24;45.0;No;1;2.0
TCK-01492;2025-02-05;2025-02-06;Correo;Media;Correo;No recibe correos;Resuelto;Seguridad;Ricardo Flores;Retail Norte;Arequipa;Externo;24;40.0;No;1;3.0
TCK-01493;2025-09-26;2025-09-28;Web;Media;ERP;Consulta de proceso;Resuelto;Infraestructura;Jorge Salazar;Servicios Lima;Trujillo;Externo;24;60.0;No;2;3.0
TCK-01494;2025-05-30;;Web;Alta;Redes;Lentitud de red;Abierto;Infraestructura;Jorge Salazar;Logística Central;Huancayo;Interno;8;;No aplica;215;
TCK-01495;2025-09-27;2025-09-30;Correo;Baja;CRM;Error de registro;Resuelto;Infraestructura;Carlos Medina;Retail Norte;Huancayo;Interno;48;85.0;No;3;1.0
